GENERO,PAÍS DE PROCEDENCIA,DEPARTAMENTO,RANGO EDAD,MOTIVO VIAJE,NOCHES,TIPO ALOJAMIENTO,GASTO TURISTICO GENERADO,MEDIO,AÑO
FEMENINO,COLOMBIA,CUNDINAMARCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CUNDINAMARCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,mas de 63,"VACACIONES, RECREO Y OCIO",3,HOTEL,"3,700,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,¿OTROS?,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,mas de 63,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,39-50,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",2,HOTEL,"2,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",3,CASA FAMILIARES / AMIGOS,"2,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",3,CASA FAMILIARES / AMIGOS,"2,500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,15-26,"VACACIONES, RECREO Y OCIO",5,HOTEL,"3,600,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,CALDAS,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"2,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,NARIÑO,39-50,"VACACIONES, RECREO Y OCIO",3,CENTRO VACACIONAL / RESORT,"2,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,"800,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,39-50,"VACACIONES, RECREO Y OCIO",3,HOTEL,"2,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,OTRO.,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,mas de 63,VISITAR A FAMILIARES Y/O AMIGOS,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,NARIÑO,15-26,OTRO.,1,HOTEL,"400,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,27-38,"VACACIONES, RECREO Y OCIO",4,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"6,000,000","BÚSQUEDAS, PÁGINAS Y AVISOS EN INTERNET.","2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,15-26,"VACACIONES, RECREO Y OCIO",4,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"700,000",REDES SOCIALES,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,15-26,"VACACIONES, RECREO Y OCIO",4,HOTEL,"800,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",4,HOTEL,"4,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",4,HOTEL,"700,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",4,HOTEL,"700,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,15-26,"VACACIONES, RECREO Y OCIO",3,HOTEL,"700,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"700,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,15-26,"VACACIONES, RECREO Y OCIO",3,HOTEL,"700,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"80,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,15-26,"VACACIONES, RECREO Y OCIO",3,HOTEL,"80,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"700,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,HOTEL,"700,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",3,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"600,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",3,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"60,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",3,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"600,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",3,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"600,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",3,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"600,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",3,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"600,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,SIN INFORMACION,"1,500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,mas de 63,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,mas de 63,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
MASCULINO,SIN INFORMACION,SIN INFORMACION,39-50,ASISTIR A EVENTOS DEPORTIVOS COMO DEPORTISTA O COMO ASISTENTE,15,HOTEL,"5,800,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
MASCULINO,COLOMBIA,ANTIOQUIA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,2,CASA FAMILIARES / AMIGOS,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,ATLÁNTICO,15-26,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"2,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,mas de 63,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CALDAS,15-26,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAUCA,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,"1,500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"250,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,mas de 63,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"60,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"60,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,51-62,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,6,CASA FAMILIARES / AMIGOS,"300,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
MASCULINO,VENEZUELA,SIN INFORMACION,39-50,VISITAR A FAMILIARES Y/O AMIGOS,15,CASA FAMILIARES / AMIGOS,"100,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,39-50,"VACACIONES, RECREO Y OCIO",6,CASA FAMILIARES / AMIGOS,"600,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,QUINDÍO,39-50,VISITAR A FAMILIARES Y/O AMIGOS,5,CASA FAMILIARES / AMIGOS,"300,000",YA LOS CONOCÍA,"2,022"
MASCULINO,SIN INFORMACION,SIN INFORMACION,39-50,"TURISMO DE NATURALEZA: APROVECHAMIENTO DE LA NATURALEZA, AVISTAMIENTO DE FLORA Y FAUNA.",SIN INFORMACION,CAMPING / GLAMPING,"600,000",YA LOS CONOCÍA,"2,022"
FEMENINO,SIN INFORMACION,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,HOTEL,"800,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"450,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,27-38,"VACACIONES, RECREO Y OCIO",5,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,51-62,"VACACIONES, RECREO Y OCIO",5,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOYACÁ,27-38,"VACACIONES, RECREO Y OCIO",2,CASA FAMILIARES / AMIGOS,0,AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,39-50,ASISTIR A EVENTOS DEPORTIVOS COMO DEPORTISTA O COMO ASISTENTE,SIN INFORMACION,NINGUNO.,"200,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOYACÁ,27-38,ASISTIR A EVENTOS DEPORTIVOS COMO DEPORTISTA O COMO ASISTENTE,5,APARTAHOTEL,0,¿OTROS?,"2,022"
MASCULINO,COLOMBIA,ANTIOQUIA,39-50,"VACACIONES, RECREO Y OCIO",8,CASA FAMILIARES / AMIGOS,"500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,SIN INFORMACION,"100,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,RISARALDA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,RISARALDA,15-26,"VACACIONES, RECREO Y OCIO",1,HOTEL,"400,000",YA LOS CONOCÍA,"2,022"
SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,0,SIN INFORMACION,"2,022"
MASCULINO,COLOMBIA,RISARALDA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"500,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ANTIOQUIA,39-50,"VACACIONES, RECREO Y OCIO",3,HOTEL,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,RISARALDA,15-26,"VACACIONES, RECREO Y OCIO",1,HOTEL,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,15-26,"VACACIONES, RECREO Y OCIO",3,HOTEL,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,RISARALDA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"400,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ANTIOQUIA,mas de 63,"VACACIONES, RECREO Y OCIO",3,HOTEL,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,27-38,VISITAR A FAMILIARES Y/O AMIGOS,45,CASA FAMILIARES / AMIGOS,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,ANTIOQUIA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,3,CASA FAMILIARES / AMIGOS,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,27-38,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,CASA FAMILIARES / AMIGOS,"1,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,SIN INFORMACION,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",6,CASA FAMILIARES / AMIGOS,"2,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,15-26,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"50,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,27-38,VISITAR A FAMILIARES Y/O AMIGOS,SIN INFORMACION,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,RISARALDA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,SIN INFORMACION,SIN INFORMACION,27-38,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"1,500,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ATLÁNTICO,15-26,"VACACIONES, RECREO Y OCIO",1,APARTAHOTEL,"1,500,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",2,HOTEL,"600,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ECUADOR,SIN INFORMACION,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"3,200,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"400,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",1,HOTEL,"400,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,"700,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"1,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,QUINDÍO,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"400,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,"600,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,QUINDÍO,15-26,"VACACIONES, RECREO Y OCIO",1,HOTEL,"2,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,QUINDÍO,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,QUINDÍO,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,"500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,SIN INFORMACION,"280,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"40,000",REDES SOCIALES,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,NARIÑO,27-38,VISITAR A FAMILIARES Y/O AMIGOS,3,CASA FAMILIARES / AMIGOS,"600,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,META,15-26,EDUCACIÓN / FORMACIÓN,8,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,SIN INFORMACION,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",6,HOTEL,"3,600,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",1,HOTEL,"200,000",¿OTROS?,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOYACÁ,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,2,CASA FAMILIARES / AMIGOS,"600,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,HUILA,27-38,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"300,000","MEDIOS DE COMUNICACIÓN MASIVO, PRENSA.","2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"200,000",REDES SOCIALES,"2,022"
FEMENINO,COLOMBIA,QUINDÍO,51-62,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"300,000",¿OTROS?,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"400,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"40,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,CAUCA,51-62,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"100,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAUCA,27-38,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"80,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"300,000",REDES SOCIALES,"2,022"
